DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISAO,SUBDIVISÕES,MUNICIPIO,ESTADO
53060780Rua do Araca,53060780,Rua do Araca,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060791Avenida Coronel Joao Melo Moraes,53060791,Avenida Coronel Joao Melo Moraes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060800Rua Serjana,53060800,Rua Serjana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060810Rua Central,53060810,Rua Central,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060820Rua Titanita,53060820,Rua Titanita,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060821Rua Craviuna,53060821,Rua Craviuna,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060822Rua Arlindo N. Siqueira Cavalcanti,53060822,Rua Arlindo N. Siqueira Cavalcanti,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060823Rua Alianto,53060823,Rua Alianto,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250005Avenida Doutor Joaquim Nabuco,53250005,Avenida Doutor Joaquim Nabuco,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250010Rua Buzio,53250010,Rua Buzio,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250020Rua das Arraias,53250020,Rua das Arraias,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250030Rua Atum,53250030,Rua Atum,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250040Avenida Coronel Joao Melo Moraes,53250040,Avenida Coronel Joao Melo Moraes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250050Rua Algodoeiro,53250050,Rua Algodoeiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250055Rua do Amor,53250055,Rua do Amor,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250060Rua da Baleia,53250060,Rua da Baleia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250070Rua Jose Santiago,53250070,Rua Jose Santiago,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250080Rua Camaleao,53250080,Rua Camaleao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250090Rua Serpentario,53250090,Rua Serpentario,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250100Rua Cegonha,53250100,Rua Cegonha,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250110Rua Capivara,53250110,Rua Capivara,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250111Travessa Capivara,53250111,Travessa Capivara,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250120Rua Cordeiro,53250120,Rua Cordeiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250130Avenida Beira Rio,53250130,Avenida Beira Rio,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250140Rua Frei Querubim,53250140,Rua Frei Querubim,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250150Rua Jose Alexandre de Carvalho,53250150,Rua Jose Alexandre de Carvalho,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250160Rua Agricio Pereira Borges,53250160,Rua Agricio Pereira Borges,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250170Rua Doutor Luis Ribeiro,53250170,Rua Doutor Luis Ribeiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250180Rua Helena Vilarim Feitosa,53250180,Rua Helena Vilarim Feitosa,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250190Rua Brandina Feliciano de Paiva,53250190,Rua Brandina Feliciano de Paiva,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250192Rua Maria Assuncao Goncalves das Neves,53250192,Rua Maria Assuncao Goncalves das Neves,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250200Rua Gilvan Botelho,53250200,Rua Gilvan Botelho,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250210Rua Princesa Isabel,53250210,Rua Princesa Isabel,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250220Rua Acucena,53250220,Rua Acucena,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250230Rua Celina Ley Monteiro,53250230,Rua Celina Ley Monteiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250240Rua Compositor Ataulfo Alves,53250240,Rua Compositor Ataulfo Alves,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250250Rua Alvaro de Holanda Cavalcanti,53250250,Rua Alvaro de Holanda Cavalcanti,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250251Rua Tacho,53250251,Rua Tacho,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250260Rua Jose Trajano Pereira,53250260,Rua Jose Trajano Pereira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250270Rua Verbena Coutinho Salgues,53250270,Rua Verbena Coutinho Salgues,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250280Rua Anapolina,53250280,Rua Anapolina,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250290Rua Amarante,53250290,Rua Amarante,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250300Rua Ameixeira,53250300,Rua Ameixeira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250310Rua Arariba,53250310,Rua Arariba,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250320Rua Noberto Marques de Oliveira,53250320,Rua Noberto Marques de Oliveira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250331Estrada do Matadouro,53250331,Estrada do Matadouro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250332Vila do Matadouro,53250332,Vila do Matadouro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250340Rua Professora Elisa Saldanha,53250340,Rua Professora Elisa Saldanha,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250350Rua Adonis,53250350,Rua Adonis,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250360Rua Agave,53250360,Rua Agave,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250361Rua Tiradentes,53250361,Rua Tiradentes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250370Rua Agriao,53250370,Rua Agriao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250371Travessa Agriao,53250371,Travessa Agriao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250380Rua das Algas,53250380,Rua das Algas,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250385Rua Silvino Viana,53250385,Rua Silvino Viana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250390Rua Albina,53250390,Rua Albina,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250400Rua Marim dos Caetes,53250400,Rua Marim dos Caetes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250401Travessa Marim dos Caetes,53250401,Travessa Marim dos Caetes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250410Rua Aderbal de Lima Regueira,53250410,Rua Aderbal de Lima Regueira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250420Rua Antonio B. Alves,53250420,Rua Antonio B. Alves,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250430Rua Carlos Pena Filho,53250430,Rua Carlos Pena Filho,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250440Rua Maria Wanderley de Queiroz,53250440,Rua Maria Wanderley de Queiroz,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250441Rua Olegario Mariano,53250441,Rua Olegario Mariano,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250450Rua Coronel Clementino de Carvalho Mendes,53250450,Rua Coronel Clementino de Carvalho Mendes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250460Rua Cosme Jose dos Santos,53250460,Rua Cosme Jose dos Santos,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250480Rua Avenca,53250480,Rua Avenca,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250490Rua Cortes,53250490,Rua Cortes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250500Rua Bezerros,53250500,Rua Bezerros,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250501Rua Sequoia,53250501,Rua Sequoia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250510Rua Lajedo,53250510,Rua Lajedo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250520Rua Correntes,53250520,Rua Correntes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250530Rua Guaianazes,53250530,Rua Guaianazes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250531Rua Sumare,53250531,Rua Sumare,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250540Rua Santa Helena,53250540,Rua Santa Helena,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250541Rua Vesuvio,53250541,Rua Vesuvio,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250550Rua Acaua,53250550,Rua Acaua,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250560Rua Aguape,53250560,Rua Aguape,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250570Rua Aguia,53250570,Rua Aguia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250580Rua Altimetro,53250580,Rua Altimetro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250590Rua Alvorada,53250590,Rua Alvorada,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250600Rua Ana Rita Maria da Silva,53250600,Rua Ana Rita Maria da Silva,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250615Rua Eduardo de Moraes,53250615,Rua Eduardo de Moraes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250640Rua Canal da Globo,53250640,Rua Canal da Globo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250650Rua Canal do Matadouro,53250650,Rua Canal do Matadouro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250651Rua Paineiras,53250651,Rua Paineiras,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250660Rua Cedro,53250660,Rua Cedro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250670Rua Genetica,53250670,Rua Genetica,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250680Rua Gladiolo,53250680,Rua Gladiolo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250690Rua Jacare,53250690,Rua Jacare,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250700Rua Jamburana,53250700,Rua Jamburana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250710Travessa Joao Alfredo,53250710,Travessa Joao Alfredo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250720Rua Laurencio A. de Albuquerque,53250720,Rua Laurencio A. de Albuquerque,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250730Rua Mandacaru,53250730,Rua Mandacaru,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250740Rua Mariana,53250740,Rua Mariana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250750Rua Mulungu,53250750,Rua Mulungu,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250771Rua Principe,53250771,Rua Principe,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250780Rua Aglaia,53250780,Rua Aglaia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250790Rua Caninde,53250790,Rua Caninde,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250791Rua Inacio de Almeida Brandao,53250791,Rua Inacio de Almeida Brandao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250800Rua Havai,53250800,Rua Havai,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250820Rua Odisseia,53250820,Rua Odisseia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250830Rua Sitio Sao Francisco,53250830,Rua Sitio Sao Francisco,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250831Travessa Sitio Sao Francisco,53250831,Travessa Sitio Sao Francisco,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060487Rua Urucucaia,53060487,Rua Urucucaia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060655Avenida Pedro Alvares Cabral,53060655,Avenida Pedro Alvares Cabral,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060722Rua da Prata,53060722,Rua da Prata,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060790Rua Macassita,53060790,Rua Macassita,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250161Rua Severino Ribeiro Viana,53250161,Rua Severino Ribeiro Viana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250470Rua Umbuzeiro,53250470,Rua Umbuzeiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060685Rodovia PE-15,53060685,Rodovia PE-15,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250630Rua Avestruz,53250630,Rua Avestruz,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530604911a Travessa do Cajueiro,53060491,1a Travessa do Cajueiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060522Travessa Fragoso,53060522,Travessa Fragoso,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060549Rua Condominio Vitoria Regia,53060549,Rua Condominio Vitoria Regia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060552Rua Arlindo Goncalves de Lima,53060552,Rua Arlindo Goncalves de Lima,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060558Rua Jose Antonio de Souza,53060558,Rua Jose Antonio de Souza,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060564Rua Joao Andrade,53060564,Rua Joao Andrade,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060568Rua Jetiseme,53060568,Rua Jetiseme,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060572Rua Ebenezer,53060572,Rua Ebenezer,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060574Rua da Felicidade,53060574,Rua da Felicidade,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060576Rua Jasmim,53060576,Rua Jasmim,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060578Rua Cafarnaum,53060578,Rua Cafarnaum,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530605791a Travessa Cafarnaum,53060579,1a Travessa Cafarnaum,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060582Rua da Baixa Verde,53060582,Rua da Baixa Verde,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060584Rua da Liberdade,53060584,Rua da Liberdade,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060586Rua Vereador Joao Gomes,53060586,Rua Vereador Joao Gomes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060588Rua Carlos Melo,53060588,Rua Carlos Melo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060665Rua Catalago,53060665,Rua Catalago,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060668Rua Araca,53060668,Rua Araca,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060692Rua do Caja,53060692,Rua do Caja,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060694Rua do Umbu,53060694,Rua do Umbu,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060696Rua Quinze de Novembro,53060696,Rua Quinze de Novembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530606971a Travessa Quinze de Novembro,53060697,1a Travessa Quinze de Novembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530606982a Travessa Quinze de Novembro,53060698,2a Travessa Quinze de Novembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530606993a Travessa Quinze de Novembro,53060699,3a Travessa Quinze de Novembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530607062a Travessa Flores do Campo,53060706,2a Travessa Flores do Campo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530607073a Travessa Flores do Campo,53060707,3a Travessa Flores do Campo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530607084a Travessa Flores do Campo,53060708,4a Travessa Flores do Campo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530607091a Travessa Flores do Campo,53060709,1a Travessa Flores do Campo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060712Rua Carlos Mendonca,53060712,Rua Carlos Mendonca,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060714Rua Menezes Rodrigues,53060714,Rua Menezes Rodrigues,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060716Rua Talita de Lima,53060716,Rua Talita de Lima,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060718Rua Cosme e Damiao,53060718,Rua Cosme e Damiao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530608121a Travessa Procurador Pedro Jorge,53060812,1a Travessa Procurador Pedro Jorge,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060814Rua Tancredo Neves,53060814,Rua Tancredo Neves,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060816Rua Sete de Setembro,53060816,Rua Sete de Setembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060818Rua Primeiro de Janeiro,53060818,Rua Primeiro de Janeiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53250355Rua Artur Serpa,53250355,Rua Artur Serpa,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53020230Rua do Guadalupe,53020230,Rua do Guadalupe,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020500Rua Valdemar Pimentel,53020500,Rua Valdemar Pimentel,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240170Rua Alagoinha,53240170,Rua Alagoinha,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240180Rua Papa Joao XXIII,53240180,Rua Papa Joao XXIII,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240190Rua Dom Carlos Coelho,53240190,Rua Dom Carlos Coelho,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240440Avenida da Saudade,53240440,Avenida da Saudade,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240442Rua Sao Joao,53240442,Rua Sao Joao,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240444Rua Leucio Marques de Almeida,53240444,Rua Leucio Marques de Almeida,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240490Rua Jose Ramalho,53240490,Rua Jose Ramalho,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240491Travessa Jose Ramalho,53240491,Travessa Jose Ramalho,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240510Rua Candida Luiza,53240510,Rua Candida Luiza,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240515Avenida Doutor Joaquim Nabuco,53240515,Avenida Doutor Joaquim Nabuco,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240520Rua do Guadalupe,53240520,Rua do Guadalupe,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240521Travessa Guadalupe,53240521,Travessa Guadalupe,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240530Rua Vital Henrique,53240530,Rua Vital Henrique,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240540Rua Bartolomeu de Medeiros,53240540,Rua Bartolomeu de Medeiros,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240541Rua do Chafariz,53240541,Rua do Chafariz,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240550Rua Honorato do Espirito Santo,53240550,Rua Honorato do Espirito Santo,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240551Travessa Honorato do Espirito Santo,53240551,Travessa Honorato do Espirito Santo,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240570Rua Joao de Lima,53240570,Rua Joao de Lima,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240600Rua Armindo Moura,53240600,Rua Armindo Moura,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240620Rua Catende,53240620,Rua Catende,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240630Praca Conselheiro Miguel Canuto,53240630,Praca Conselheiro Miguel Canuto,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240720Rua Presidente Kennedy,53240720,Rua Presidente Kennedy,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53240750Travessa Sobrado dos Arcos,53240750,Travessa Sobrado dos Arcos,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53320510Rua dos Tocos,53320510,Rua dos Tocos,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53320511Travessa dos Tocos,53320511,Travessa dos Tocos,Guadalupe,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
